음식점ID,인허가일자,소재지면적,음식점명
3020000-101-2018-00448,2018-11-07,85.0,콘크리트바움
3020000-101-2018-00451,2018-11-13,88.14,몽블랑
3020000-101-2018-00452,2018-11-13,63.14,샐러브리(Salevery)
3020000-101-2018-00457,2018-11-16,51.41,신야텐야 이태원점
3020000-101-2018-00464,2018-11-22,520.33,쥬에
3020000-101-2018-00465,2018-11-26,12.1,친절한레시피
3020000-101-2018-00466,2018-11-27,25.6,후암맥주
3020000-101-2018-00467,2018-11-27,126.76,보광정 이태원점
3020000-101-2018-00468,2018-11-27,66.98,브루클린더버거조인트 동부이촌점
3020000-101-2018-00469,2018-11-28,24.83,마이프렌드쎄르지오
3020000-101-2018-00470,2018-11-28,28.0,곱창자랑
3020000-101-2018-00471,2018-11-28,38.47,천향마라탕 신용산점
3020000-101-2018-00475,2018-12-03,104.83,몰타르(MORTAR)
3020000-101-2018-00476,2018-12-03,96.0,한상푸드
3020000-101-2018-00477,2018-12-04,57.61,한국
3020000-101-2018-00479,2018-12-06,49.23,카페비유 용산숙대점
3020000-101-2018-00480,2018-12-07,82.5,롯데컬처웍스롯데시네마용산스위트샵
3020000-101-2018-00481,2018-12-07,51.3,본죽&비빔밥cafe숙대입구역점
3020000-101-2018-00482,2018-12-07,70.44,루나띵스
3020000-101-2018-00483,2018-12-07,77.03,스톡앤스톤드
3020000-101-2018-00484,2018-12-10,79.35,블랙쉽
3020000-101-2018-00485,2018-12-10,24.55,하루(HARU)
3020000-101-2018-00487,2018-12-10,77.08,우기식당
3020000-101-2018-00489,2018-12-13,21.03,페이퍼바이블랑
3020000-101-2018-00490,2018-12-13,25.31,미카식당
3020000-101-2018-00491,2018-12-14,39.15,솝쉐이크(SoapShake)
3020000-101-2018-00492,2018-12-14,54.58,이여곰탕용산점
3020000-101-2018-00493,2018-12-17,50.0,한남대교집
3020000-101-2018-00497,2018-12-17,66.0,홍짜장
3020000-101-2018-00498,2018-12-18,24.4,후 떡
3020000-101-2018-00500,2018-12-20,33.0,마니스키친
3020000-101-2018-00501,2018-12-20,128.0,하이어(HIGHER)
3020000-101-2018-00502,2018-12-21,15.04,일레븐엘레펀트(eleven elephant)
3020000-101-2018-00503,2018-12-21,314.74,앨리스몽드
3020000-101-2018-00508,2018-12-28,57.85,까치분식
3020000-101-2018-00510,2018-12-31,13.0,테이크씨컴퍼니
3020000-101-2018-00511,2018-12-17,64.26,통닭시대
3020000-101-2018-00513,2018-06-01,29.45,프립(FREEP)
3020000-101-2018-00515,2018-09-27,98.96,묘우블랙(Meowoo Black)
3020000-101-2018-00517,2018-05-10,77.41,와라야키 쿠이신보 삼각지점
3020000-101-2018-00518,2018-09-18,42.27,스윗보틀(Sweet bottle)
3020000-101-2018-00519,2018-08-01,134.08,제로 콤플렉스
3020000-101-2018-00520,2018-06-15,70.74,부엌
3020000-101-2019-00002,2019-01-02,43.02,작은수산시장
3020000-101-2019-00004,2019-01-07,128.07,한남소관
3020000-101-2019-00009,2019-01-14,59.36,라화쿵부 숙대입구역점
3020000-101-2019-00010,2019-01-15,75.48,공차용산아이파크몰점
3020000-101-2019-00011,2019-01-16,29.75,이촌돈삼겹
3020000-101-2019-00013,2019-01-17,52.0,강원도칼국수곤드레밥
3020000-101-2019-00014,2019-01-17,61.38,MR.Chicken
3020000-101-2019-00017,2019-01-18,27.36,산조레드
3020000-101-2019-00019,2019-01-23,56.06,용산 쌤쌤쌤
3020000-101-2019-00027,2019-01-30,72.46,동식탁
3020000-101-2019-00030,2019-01-31,107.68,효뜨
3020000-101-2019-00031,2019-01-31,60.0,컵스316(Cups316)
