음식점ID,인허가일자,소재지면적,음식점명
3150000-101-1995-05120,1995-05-12,28.38,마산아구찜
3150000-101-1995-05122,1995-05-18,134.38,남원추어탕
3150000-101-1995-05166,1995-03-27,25.54,고가네해장국
3150000-101-1995-05173,1995-01-28,26.64,토크쇼
3150000-101-1995-05175,1995-02-11,70.31,호치킨가양점
3150000-101-1995-05191,1995-01-13,67.6,유담식당
3150000-101-1995-05201,1995-01-20,25.92,다락방
3150000-101-1996-00830,1996-06-27,19.32,디디치킨(DD치킨)
3150000-101-1996-01093,1996-11-14,93.79,영커피맥주
3150000-101-1996-01123,1996-07-22,55.9,피플
3150000-101-1996-01134,1996-08-19,26.39,굽네치킨
3150000-101-1996-01137,1996-08-30,30.24,황금알
3150000-101-1996-01170,1996-05-08,151.65,루비
3150000-101-1996-02157,1996-10-29,30.6,김포닭장수
3150000-101-1996-02178,1996-09-18,21.75,둘둘치킨강서점
3150000-101-1996-02181,1996-09-20,42.88,명동칼국수
3150000-101-1996-02193,1996-07-23,29.86,한솥
3150000-101-1996-02256,1996-03-26,48.1,비비큐치킨 발산점
3150000-101-1996-02276,1996-01-25,23.25,까우씽
3150000-101-1996-03630,1996-05-07,23.61,전주식당
3150000-101-1996-03635,1996-06-10,92.0,티볼리
3150000-101-1996-03645,1996-03-19,42.25,부부칼국수
3150000-101-1996-03657,1996-01-11,85.95,겐지스
3150000-101-1996-04095,1996-03-13,38.24,진로반점
3150000-101-1996-04601,1996-12-26,162.46,양은이네동태탕보쌈냉면 방화동점
3150000-101-1996-04620,1996-11-28,37.8,본죽&비빔밥CAFE(우장산역점)
3150000-101-1996-04622,1996-12-03,23.1,포도나무집
3150000-101-1996-04625,1996-12-04,79.67,일미대구탕
3150000-101-1996-04631,1996-12-16,93.5,김용례할매아구꽃게찜
3150000-101-1996-04663,1996-10-19,80.58,금별맥주 화곡점
3150000-101-1996-04676,1996-09-18,122.0,참숯한우천국 강서점
3150000-101-1996-04678,1996-10-01,29.37,비에이치씨(BHC)
3150000-101-1996-04692,1996-08-22,58.76,무진장 오징어회 포차
3150000-101-1996-04706,1996-09-09,32.56,황금식당
3150000-101-1996-04736,1996-07-10,25.2,현진네 만난집
3150000-101-1996-04773,1996-06-13,79.44,계원집
3150000-101-1996-04790,1996-05-27,51.47,백궁양꼬치
3150000-101-1996-04793,1996-05-29,53.3,오진사식당
3150000-101-1996-04794,1996-05-01,64.55,제주세호해장국
3150000-101-1996-04817,1996-04-19,44.86,남춘네숯불닭갈비
3150000-101-1996-04819,1996-04-22,126.27,고양이똥
3150000-101-1996-04851,1996-03-22,30.36,술이좋아오는집
3150000-101-1996-04856,1996-03-27,42.38,화곡감자탕
3150000-101-1996-04862,1996-03-29,147.73,민생시장 까치산역점
3150000-101-1996-04864,1996-02-29,266.45,이조갈비
3150000-101-1996-04870,1996-03-08,20.0,피자투어
3150000-101-1996-04887,1996-02-08,132.44,천진(千眞)
3150000-101-1996-04902,1996-01-27,21.7,엄마손식당
3150000-101-1996-04910,1996-02-01,52.26,벗골식당
3150000-101-1996-07718,1996-04-02,35.28,코지로 오모테나시 화곡점
3150000-101-1996-08063,1996-01-12,32.67,수미랑
3150000-101-1996-08116,1996-05-17,23.6,아지매 홍어와탁주
3150000-101-1996-08377,1996-10-17,80.91,천하
3150000-101-1996-09066,1996-07-11,124.61,선식당
3150000-101-1996-09069,1996-05-08,132.02,이태리부대찌개 발산점
3150000-101-1997-00977,1997-10-27,37.44,관문회관
3150000-101-1997-00983,1997-12-23,73.69,유토피아
3150000-101-1997-01001,1997-08-23,14.39,달빛소나타
3150000-101-1997-01009,1997-06-12,22.86,국민삼겹살
3150000-101-1997-01044,1997-02-12,38.08,꼬마도깨비
3150000-101-1997-02027,1997-09-30,51.71,정탄화로
3150000-101-1997-02028,1997-10-01,26.17,고기가땡겨
3150000-101-1997-02071,1997-08-26,23.62,비비큐화곡2호점
3150000-101-1997-02092,1997-05-30,25.12,소문난족발
3150000-101-1997-03425,1997-10-17,55.13,뜰방숯불구이
3150000-101-1997-03428,1997-01-17,37.86,송가네농장
3150000-101-1997-03432,1997-03-08,81.22,방화동 풍년집 정육식당
3150000-101-1997-03441,1997-09-23,267.0,할머니가 차려주는 밥상
3150000-101-1997-03591,1997-02-15,67.6,프리웨이
3150000-101-1997-03594,1997-03-11,1006.87,씨제이푸드빌 빕스 마곡원그로브점
3150000-101-1997-03601,1997-04-25,570.87,(유)아웃백스테이크하우스코리아 공항점
3150000-101-1997-04057,1997-03-28,29.43,청산프라자
3150000-101-1997-04063,1997-10-22,114.84,용문각
3150000-101-1997-04420,1997-11-28,198.36,설악추어탕
